date,close,band,btc_weight_after,action,trade_usd,cash_after,btc_after,value_after
2023-10-10 00:00:00+00:00,27390.12,0.03,0.87194,none,0.0,356.7561,0.0886820942546468,2785.7693
2023-10-17 00:00:00+00:00,28395.91,0.03,0.87591,none,0.0,356.7561,0.0886820942546468,2874.9648
2023-10-24 00:00:00+00:00,33922.73,0.03,0.89398,none,0.0,356.7561,0.0886820942546468,3365.0948
2023-10-31 00:00:00+00:00,34639.77,0.03,0.88307,none,0.0,406.7561,0.0886820942546468,3478.6834
2023-11-07 00:00:00+00:00,35399.12,0.03,0.88529,none,0.0,406.7561,0.0886820942546468,3546.0242
2023-11-14 00:00:00+00:00,35551.19,0.03,0.88573,none,0.0,406.7561,0.0886820942546468,3559.51
2023-11-21 00:00:00+00:00,35741.65,0.03,0.88627,none,0.0,406.7561,0.0886820942546468,3576.4004
2023-11-28 00:00:00+00:00,37818.87,0.03,0.88014,none,0.0,456.7561,0.0886820942546468,3810.6127
2023-12-05 00:00:00+00:00,44073.32,0.03,0.89537,none,0.0,456.7561,0.0886820942546468,4365.2704
2023-12-12 00:00:00+00:00,41492.39,0.03,0.88958,none,0.0,456.7561,0.0886820942546468,4136.3881
2023-12-19 00:00:00+00:00,42275.99,0.03,0.8914,none,0.0,456.7561,0.0886820942546468,4205.8794
2023-12-26 00:00:00+00:00,42508.93,0.03,0.89193,none,0.0,456.7561,0.0886820942546468,4226.537
2024-01-02 00:00:00+00:00,44946.91,0.03,0.88721,none,0.0,506.7561,0.0886820942546468,4492.7422
2024-01-09 00:00:00+00:00,46110.0,0.03,0.88974,none,0.0,506.7561,0.0886820942546468,4595.8874
2024-01-16 00:00:00+00:00,43137.95,0.03,0.88303,none,0.0,506.7561,0.0886820942546468,4332.3198
2024-01-23 00:00:00+00:00,39897.6,0.03,0.87472,none,0.0,506.7561,0.0886820942546468,4044.9588
2024-01-30 00:00:00+00:00,42941.1,0.03,0.87245,none,0.0,556.7561,0.0886820942546468,4364.8627
2024-02-06 00:00:00+00:00,43098.95,0.03,0.87285,none,0.0,556.7561,0.0886820942546468,4378.8612
2024-02-13 00:00:00+00:00,49699.59,0.03,0.88785,none,0.0,556.7561,0.0886820942546468,4964.2198
