date,close,btc_weight,fng,warchest,slices_remaining,action,trade_usd,deployed_usd,cash_after,btc_after,value_after
2023-08-22 00:00:00+00:00,26056.0,1.0,37,1999.0893,0,trim,-15.3253,0.0,0.0,0.00677070865406456,2175.5068759864153
2023-08-29 00:00:00+00:00,27716.34,1.0,39,2018.079,0,deploy+trim,31.0103,0.0,0.0,0.007887063084420096,2236.679545652057
2023-09-05 00:00:00+00:00,25792.1,1.0,40,2034.3367,0,trim,-16.2576,0.0,0.0,0.007256098037666488,2221.4866694689103
2023-09-12 00:00:00+00:00,25840.1,1.0,30,2049.3215,0,trim,-14.9849,0.0,0.0,0.006675610194653169,2221.8199623108057
2023-09-19 00:00:00+00:00,27210.26,1.0,46,2063.8386,0,trim,-14.5171,0.0,0.0,0.006141561379080915,2230.9520847679873
2023-09-26 00:00:00+00:00,26221.67,1.0,46,2076.7091,0,trim,-12.8705,0.0,0.0,0.005650236468754443,2224.8677152445803
2023-10-03 00:00:00+00:00,27426.46,1.0,50,2093.086,0,deploy+trim,33.6231,0.0,0.0,0.006873752782559915,2281.608670361011
2023-10-10 00:00:00+00:00,27390.12,1.0,50,2108.1327,0,trim,-15.0468,0.0,0.0,0.006323852559955122,2281.343816351807
2023-10-17 00:00:00+00:00,28395.91,1.0,52,2122.4841,0,trim,-14.3514,0.0,0.0,0.005817944355158712,2287.689918294233
2023-10-24 00:00:00+00:00,33922.73,1.0,66,2138.2571,0,trim,-15.7731,0.0,0.0,0.005352508806746015,2319.82886067077
2023-10-31 00:00:00+00:00,34639.77,1.0,66,2157.0671,0,deploy+trim,31.1901,0.0,0.0,0.006250933538807098,2373.59799481164
2023-11-07 00:00:00+00:00,35399.12,1.0,68,2174.7516,0,trim,-17.6845,0.0,0.0,0.005750858855702531,2378.3269389906172
2023-11-14 00:00:00+00:00,35551.19,1.0,69,2191.0912,0,trim,-16.3396,0.0,0.0,0.005290790147246328,2379.185116106737
2023-11-21 00:00:00+00:00,35741.65,1.0,71,2206.2042,0,trim,-15.113,0.0,0.0,0.004867526935466622,2380.177671872608
2023-11-28 00:00:00+00:00,37818.87,1.0,68,2224.9083,0,deploy+trim,31.296,0.0,0.0,0.005693232476866648,2440.2198734240264
2023-12-05 00:00:00+00:00,44073.32,1.0,75,2244.9618,0,trim,-20.0535,0.0,0.0,0.005237773878717316,2475.807837716422
2023-12-12 00:00:00+00:00,41492.39,1.0,67,2262.3306,0,trim,-17.3688,0.0,0.0,0.004818751968419931,2462.2721237591036
2023-12-19 00:00:00+00:00,42275.99,1.0,73,2278.6117,0,trim,-16.2811,0.0,0.0,0.004433251810946337,2466.031800400755
2023-12-26 00:00:00+00:00,42508.93,1.0,71,2293.6728,0,trim,-15.0611,0.0,0.0,0.00407859166607063,2467.0494058543245
2024-01-02 00:00:00+00:00,44946.91,1.0,71,2312.3158,0,deploy+trim,31.3571,0.0,0.0,0.004774710544913912,2526.924269156968
2024-01-09 00:00:00+00:00,46110.0,1.0,76,2329.9111,0,trim,-17.5953,0.0,0.0,0.004392733701320799,2532.4600742923935
2024-01-16 00:00:00+00:00,43137.95,1.0,64,2345.0554,0,trim,-15.1443,0.0,0.0,0.004041315005215136,2519.389490613242
2024-01-23 00:00:00+00:00,39897.6,1.0,50,2357.9416,0,trim,-12.8862,0.0,0.0,0.0037180098047979253,2506.2813164345284
2024-01-30 00:00:00+00:00,42941.1,1.0,61,2374.6933,0,deploy+trim,33.2483,0.0,0.0,0.004490732570020413,2567.530310840965
2024-02-06 00:00:00+00:00,43098.95,1.0,64,2390.1615,0,trim,-15.4682,0.0,0.0,0.004131473964418779,2568.223689308463
2024-02-13 00:00:00+00:00,49699.59,1.0,79,2406.5717,0,trim,-16.4102,0.0,0.0,0.0038009560472652766,2595.4776350119932
2024-02-20 00:00:00+00:00,52258.82,1.0,72,2422.4465,0,trim,-15.8748,0.0,0.0,0.003496879563484054,2605.189265078604
2024-02-27 00:00:00+00:00,57037.34,1.0,79,2442.3787,0,deploy+trim,30.0677,0.0,0.0,0.004022811931856786,2671.829221793616
2024-03-05 00:00:00+00:00,63724.01,1.0,90,2462.8662,0,trim,-20.4875,0.0,0.0,0.003700986977308243,2698.7079296773827
2024-03-12 00:00:00+00:00,71452.01,1.0,81,2484.0005,0,trim,-21.1343,0.0,0.0,0.0034049080191235833,2727.28800160134
2024-03-19 00:00:00+00:00,61937.4,1.0,79,2500.8549,0,trim,-16.8544,0.0,0.0,0.003132515377593697,2694.874758421511
2024-03-26 00:00:00+00:00,69988.0,1.0,81,2518.3764,0,trim,-17.5215,0.0,0.0,0.002881914147386201,2720.0758476414676
2024-04-02 00:00:00+00:00,65463.99,1.0,79,2537.4463,0,deploy+trim,30.9302,0.0,0.0,0.0033533347266385826,2756.968950291637
2024-04-09 00:00:00+00:00,69146.0,1.0,80,2555.9773,0,trim,-18.531,0.0,0.0,0.003085067948507496,2769.297412713827
2024-04-16 00:00:00+00:00,63793.39,1.0,65,2571.7061,0,trim,-15.7288,0.0,0.0,0.0028382625126268965,2752.7685026065406
2024-04-23 00:00:00+00:00,66414.0,1.0,71,2586.7711,0,trim,-15.0649,0.0,0.0,0.0026112015116167447,2760.191401700435
2024-04-30 00:00:00+00:00,60672.0,1.0,67,2603.4245,0,deploy+trim,33.3465,0.0,0.0,0.0031597223210671523,2795.1312124752826
2024-05-07 00:00:00+00:00,62312.08,1.0,68,2619.1599,0,trim,-15.7354,0.0,0.0,0.00290694453538178,2800.2976587500143
2024-05-14 00:00:00+00:00,61577.49,1.0,66,2633.4658,0,trim,-14.3059,0.0,0.0,0.002674388972551238,2798.1479261759237
2024-05-21 00:00:00+00:00,70148.34,1.0,76,2648.4591,0,trim,-14.9933,0.0,0.0,0.0024604378547471387,2821.0547045855596
2024-05-28 00:00:00+00:00,68398.39,1.0,72,2661.9088,0,trim,-13.4497,0.0,0.0,0.0022636028263673677,2816.735598162608
2024-06-04 00:00:00+00:00,70537.84,1.0,73,2678.6616,0,deploy+trim,33.2472,0.0,0.0,0.0027339947136269162,2871.511693657161
2024-06-11 00:00:00+00:00,67314.24,1.0,74,2693.3698,0,trim,-14.7082,0.0,0.0,0.002515275136536763,2862.6836653562077
2024-06-18 00:00:00+00:00,65175.32,1.0,74,2706.4714,0,trim,-13.1016,0.0,0.0,0.0023140531256138222,2857.2905783522137
2024-06-25 00:00:00+00:00,61806.01,1.0,30,2717.9018,0,trim,-11.4303,0.0,0.0,0.002128928875564716,2849.482374224302
2024-07-02 00:00:00+00:00,62135.47,1.0,51,2732.4658,0,deploy+trim,35.436,0.0,0.0,0.002698192136913141,2900.119192571943
2024-07-09 00:00:00+00:00,58050.0,1.0,27,2744.9836,0,trim,-12.5179,0.0,0.0,0.0024823367659600895,2889.083279138065
2024-07-16 00:00:00+00:00,65043.99,1.0,65,2757.8876,0,trim,-12.904,0.0,0.0,0.0022837498246832824,2906.4318007687993
2024-07-23 00:00:00+00:00,65936.01,1.0,71,2769.9221,0,trim,-12.0345,0.0,0.0,0.00210104983870862,2908.4569047793116
2024-07-30 00:00:00+00:00,66188.0,1.0,67,2785.0281,0,deploy+trim,34.894,0.0,0.0,0.0026272608899874676,2958.9212271852293
2024-08-06 00:00:00+00:00,56022.01,1.0,17,2097.5933,3,trim+warchest_buy,687.4348,699.1978,0.0,0.014885368252504458,2931.5015467294797
