date,close,btc_weight,drip_pending,held_cash,action,trade_usd,cash_after,btc_after,value_after
2023-04-04 00:00:00+00:00,28165.47,1.0,427.8259,0.0,trim,-176.1636,0.0,0.07199982168541771,2027.908817685982
2023-04-11 00:00:00+00:00,30200.42,1.0,446.7676,0.0,trim,-187.215,0.0,0.07136084505388586,2155.1274921822755
2023-04-18 00:00:00+00:00,30380.01,1.0,457.7716,0.0,trim,-187.3408,0.0,0.07098665691309261,2156.5753468863227
2023-04-25 00:00:00+00:00,28300.79,1.0,453.0522,0.0,trim,-174.8982,0.0,0.0711408823537295,2013.3431719076045
2023-05-02 00:00:00+00:00,28669.86,1.0,453.1279,0.0,trim,-181.4801,0.0,0.07286782536812031,2089.110351808458
2023-05-09 00:00:00+00:00,27628.27,1.0,445.8798,0.0,trim,-175.4854,0.0,0.07311719939688315,2020.1017265809248
2023-05-16 00:00:00+00:00,27033.84,1.0,438.4069,0.0,trim,-172.3283,0.0,0.07338059219357485,1983.7591884663514
2023-05-23 00:00:00+00:00,27219.61,1.0,436.0461,0.0,trim,-173.6872,0.0,0.0734544694547756,1999.4020113159045
2023-05-30 00:00:00+00:00,27694.4,1.0,440.9038,0.0,trim,-180.603,0.0,0.07506980453227519,2079.013194638642
2023-06-06 00:00:00+00:00,27230.08,1.0,442.7609,0.0,trim,-177.383,0.0,0.07498863879133214,2041.9466333790774
2023-06-13 00:00:00+00:00,25934.25,1.0,436.2388,0.0,trim,-169.4782,0.0,0.07522679834294359,1950.9505949254847
2023-06-20 00:00:00+00:00,28307.99,1.0,445.1371,0.0,trim,-184.1862,0.0,0.07489975291146418,2120.261456420199
2023-06-27 00:00:00+00:00,30692.44,1.0,465.1537,0.0,trim,-197.9291,0.0,0.07423533590113643,2278.463593025476
2023-07-04 00:00:00+00:00,30766.51,1.0,483.9862,0.0,trim,-201.0767,0.0,0.07523427832742678,2314.6961765035594
2023-07-11 00:00:00+00:00,30622.1,1.0,494.9641,0.0,trim,-199.1455,0.0,0.07486312505193204,2292.466101652768
2023-07-18 00:00:00+00:00,29859.13,1.0,493.6442,0.0,trim,-194.2645,0.0,0.07489426690121334,2236.2776516580266
2023-07-25 00:00:00+00:00,29228.91,1.0,486.308,0.0,trim,-190.7677,0.0,0.07513194780728305,2196.0249405837735
2023-08-01 00:00:00+00:00,29705.99,1.0,488.0311,0.0,trim,-198.0367,0.0,0.07674214118521627,2279.7012786266228
2023-08-08 00:00:00+00:00,29770.42,1.0,490.6794,0.0,trim,-198.2019,0.0,0.07663995044549099,2281.6035135414536
2023-08-15 00:00:00+00:00,29200.0,1.0,489.8078,0.0,trim,-194.4461,0.0,0.07665644561755612,2238.368212032639
2023-08-22 00:00:00+00:00,26056.0,1.0,469.6715,0.0,trim,-175.2268,0.0,0.07741502264898743,2017.1258301420166
2023-08-29 00:00:00+00:00,27716.34,1.0,468.9545,0.0,trim,-190.7608,0.0,0.07922928073507292,2195.945682808731
2023-09-05 00:00:00+00:00,25792.1,1.0,457.7536,0.0,trim,-178.4581,0.0,0.07964927581767785,2054.322086817129
2023-09-12 00:00:00+00:00,25840.1,1.0,452.2659,0.0,trim,-179.2353,0.0,0.07984755507024517,2063.268807770642
2023-09-19 00:00:00+00:00,27210.26,1.0,459.4304,0.0,trim,-188.0847,0.0,0.0795706877989167,2165.139103387351
2023-09-26 00:00:00+00:00,26221.67,1.0,456.7482,0.0,trim,-181.4525,0.0,0.07965902812167501,2088.7927479272817
2023-10-03 00:00:00+00:00,27426.46,1.0,468.0545,0.0,trim,-193.114,0.0,0.08105434306808906,2223.033697983222
2023-10-10 00:00:00+00:00,27390.12,1.0,474.8204,0.0,trim,-192.2375,0.0,0.08079352617204348,2212.9443770754115
2023-10-17 00:00:00+00:00,28395.91,1.0,484.5188,0.0,trim,-198.4205,0.0,0.08043834544733663,2284.1200178714807
2023-10-24 00:00:00+00:00,33922.73,1.0,526.5633,0.0,trim,-233.3507,0.0,0.07918639949312811,2686.218849677522
2023-10-31 00:00:00+00:00,34639.77,1.0,561.8049,0.0,trim,-239.5222,0.0,0.07959819151874438,2757.263046625256
2023-11-07 00:00:00+00:00,35399.12,1.0,588.3493,0.0,trim,-242.4272,0.0,0.07883537674018118,2790.7029614708827
2023-11-14 00:00:00+00:00,35551.19,1.0,602.1481,0.0,trim,-242.229,0.0,0.07843399099492296,2788.4217163187955
2023-11-21 00:00:00+00:00,35741.65,1.0,605.9227,0.0,trim,-243.1569,0.0,0.07831487582624781,2799.10288157521
2023-11-28 00:00:00+00:00,37818.87,1.0,624.0944,0.0,trim,-260.0055,0.0,0.07914187585481171,2993.056314509263
2023-12-05 00:00:00+00:00,44073.32,1.0,675.6212,0.0,trim,-298.4815,0.0,0.07796037729632449,3435.972655901644
2023-12-12 00:00:00+00:00,41492.39,1.0,694.011,0.0,trim,-279.3579,0.0,0.07750414084449171,3215.8320385345796
2023-12-19 00:00:00+00:00,42275.99,1.0,707.2004,0.0,trim,-283.4398,0.0,0.07717905384995995,3262.820908770368
2023-12-26 00:00:00+00:00,42508.93,1.0,711.4615,0.0,trim,-284.5823,0.0,0.07706551698665412,3275.972666999491
2024-01-02 00:00:00+00:00,44946.91,1.0,728.691,0.0,trim,-303.6949,0.0,0.07778036160660842,3495.9869128996843
2024-01-09 00:00:00+00:00,46110.0,1.0,750.527,0.0,trim,-309.6048,0.0,0.07729383575887014,3564.018766841502
2024-01-16 00:00:00+00:00,43137.95,1.0,745.2529,0.0,trim,-290.0563,0.0,0.07740252185392188,3338.986117608389
2024-01-23 00:00:00+00:00,39897.6,1.0,718.7865,0.0,trim,-270.5182,0.0,0.07805164801023637,3114.0734316532066
2024-01-30 00:00:00+00:00,42941.1,1.0,720.6023,0.0,trim,-295.2843,0.0,0.0791588660936672,3399.168784814772
2024-02-06 00:00:00+00:00,43098.95,1.0,725.1593,0.0,trim,-295.9229,0.0,0.07903949983330702,3406.5194513407073
2024-02-13 00:00:00+00:00,49699.59,1.0,774.1476,0.0,trim,-336.9338,0.0,0.07804123027273814,3878.6171476506734
2024-02-20 00:00:00+00:00,52258.82,1.0,824.3493,0.0,trim,-349.8664,0.0,0.07706816024727679,4027.4911140935933
2024-02-27 00:00:00+00:00,57037.34,1.0,885.6578,0.0,trim,-380.8104,0.0,0.07685673249833436,4383.703582796546
2024-03-05 00:00:00+00:00,63724.01,1.0,963.4083,0.0,trim,-418.6339,0.0,0.07562469376394095,4819.10874166031
2024-03-12 00:00:00+00:00,71452.01,1.0,1053.3633,0.0,trim,-461.5161,0.0,0.07435407152495203,5312.747862141588
